player,team,position,active_2026,started_first_wc,starts_last3,recent_starter,minutes,matches,goals,assists,shots,sot,fouls,fouled,yellow,red,goals_per90,assists_per90,shots_per90,sot_per90,fouls_per90,yellow_per90,g_per_sh
Kevin De Bruyne,Belgium,MF,True,True,3,True,632.0,8,1.725,0.255,10.518,5.467,2.542,2.583,0.3,0.0,0.466,0.069,2.84,1.476,0.686,0.081,0.164
Alexis Saelemaekers,Belgium,FW,True,False,1,False,312.0,7,0.488,1.311,2.98,1.544,1.969,2.81,0.3,0.0,0.376,1.01,2.296,1.19,1.517,0.231,0.164
Jérémy Doku,Belgium,MF,True,True,3,True,734.0,10,1.486,1.861,7.784,4.809,2.581,17.402,0.0,0.0,0.347,0.434,1.817,1.122,0.602,0.0,0.191
Leandro Trossard,Belgium,MF,True,True,2,True,492.0,7,0.863,0.0,2.897,2.297,0.715,4.987,0.0,0.0,0.262,0.0,0.881,0.699,0.217,0.0,0.298
Zeno Debast,Belgium,DF,True,False,0,False,350.0,5,0.313,0.0,0.626,0.313,0.3,0.0,0.0,0.0,0.262,0.0,0.523,0.262,0.25,0.0,0.5
Nicolas Raskin,Belgium,MF,True,False,1,False,654.0,10,0.765,0.0,3.554,1.849,4.528,2.037,0.0,0.0,0.241,0.0,1.121,0.583,1.428,0.0,0.215
Thomas Meunier,Belgium,DF,True,True,2,True,497.0,9,0.607,0.801,3.438,2.695,9.786,0.765,0.353,0.0,0.177,0.233,1.0,0.784,2.845,0.103,0.177
Brandon Mechele,Belgium,DF,True,True,2,True,367.0,6,0.488,0.0,5.218,2.598,3.986,1.6,0.0,0.0,0.164,0.0,1.752,0.873,1.339,0.0,0.094
Youri Tielemans,Belgium,MF,True,True,3,True,506.0,8,0.433,0.878,5.535,1.41,3.907,7.838,0.0,0.0,0.126,0.255,1.605,0.409,1.133,0.0,0.078
Amadou Onana,Belgium,MF,True,True,3,True,443.0,8,0.313,0.0,1.607,0.313,4.292,6.768,0.415,0.0,0.116,0.0,0.595,0.116,1.589,0.154,0.195
Thibaut Courtois,Belgium,GK,True,True,3,True,544.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Ngoy,Belgium,DF,True,True,3,True,352.0,5,0.0,0.0,1.02,1.02,3.634,2.715,0.0,0.0,0.0,0.0,0.358,0.358,1.274,0.0,0.0
Timothy Castagne,Belgium,DF,True,True,2,True,601.0,9,0.0,0.767,1.502,0.903,5.164,2.196,1.968,0.0,0.0,0.232,0.454,0.273,1.561,0.595,0.0
Maxim De Cuyper,Belgium,DF,True,False,1,False,485.0,9,0.0,0.433,1.919,0.51,4.237,0.0,1.968,0.0,0.0,0.186,0.823,0.219,1.817,0.844,0.0
Matías Fernández-Pardo,Belgium,FW,True,False,0,False,47.0,3,0.0,0.0,0.51,0.0,0.0,0.867,0.0,0.0,0.0,0.0,1.367,0.0,0.0,0.0,0.0
Axel Witsel,Belgium,DF,True,False,0,False,153.0,6,0.0,0.0,0.368,0.0,0.682,0.0,0.0,0.0,0.0,0.0,0.533,0.0,0.985,0.0,0.0
Diego Moreira,Belgium,FW,True,False,0,False,29.0,2,0.0,0.0,0.0,0.0,0.51,0.0,0.51,0.0,0.0,0.0,0.0,0.0,3.174,3.174,0.0
Arthur Theate,Belgium,DF,True,False,1,False,549.0,7,0.0,0.0,0.862,0.0,1.693,0.786,0.668,0.0,0.0,0.0,0.378,0.0,0.742,0.293,0.0
Koni De Winter,Belgium,DF,True,False,0,False,213.0,4,0.0,0.0,0.0,0.0,2.267,1.576,0.433,0.0,0.0,0.0,0.0,0.0,2.47,0.472,0.0
Joaquin Seys,Belgium,DF,True,False,0,False,159.0,5,0.0,0.0,0.415,0.0,0.368,0.415,0.0,0.0,0.0,0.0,0.605,0.0,0.538,0.0,0.0
Matz Sels,Belgium,GK,True,False,0,False,180.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mika Godts,Belgium,FW,True,False,0,False,83.0,2,0.0,0.0,0.0,0.0,0.368,0.682,0.0,0.0,0.0,0.0,0.0,0.0,1.125,0.0,0.0
Loïs Openda,Belgium,FW,True,False,0,False,171.0,5,0.0,0.0,1.101,0.613,0.783,1.52,0.0,0.0,0.0,0.0,1.553,0.865,1.105,0.0,0.0
Lucas Stassin,Belgium,FW,True,False,0,False,18.0,1,0.0,0.0,0.0,0.0,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Senne Lammens,Belgium,GK,True,False,0,False,180.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan De Cat,Belgium,MF,True,False,0,False,20.0,1,0.0,0.0,0.0,0.0,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
Romeo Vermant,Belgium,FW,True,False,0,False,8.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malick Fofana,Belgium,FW,True,False,0,False,52.0,3,0.0,0.0,0.599,0.3,0.255,0.0,0.0,0.0,0.0,0.0,3.634,1.817,1.544,0.0,0.0
Charles Vanhoutte,Belgium,MF,True,False,0,False,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jovo Lukić,Bosnia & Herzegovina,FW,True,True,1,False,62.0,1,1.6,0.0,4.8,3.2,1.6,0.0,1.6,0.0,1.452,0.0,4.355,2.903,1.452,1.452,0.333
Haris Tabaković,Bosnia & Herzegovina,FW,True,False,0,False,199.0,4,1.578,0.0,2.408,1.578,3.59,0.0,0.0,0.0,1.332,0.0,2.033,1.332,3.03,0.0,0.655
Edin Džeko,Bosnia & Herzegovina,FW,True,False,0,False,569.0,6,1.244,0.0,5.419,2.219,2.969,4.981,0.989,0.0,0.425,0.0,1.851,0.758,1.014,0.338,0.23
Esmir Bajraktarević,Bosnia & Herzegovina,FW,True,True,1,False,537.0,7,0.415,0.0,3.727,1.69,3.424,3.551,0.0,0.0,0.103,0.0,0.927,0.42,0.852,0.0,0.111
Nikola Katić,Bosnia & Herzegovina,DF,True,True,1,False,600.0,6,0.3,0.0,4.01,2.78,9.118,2.474,2.945,0.0,0.071,0.0,0.947,0.656,2.153,0.695,0.075
Nikola Vasilj,Bosnia & Herzegovina,GK,True,True,1,False,690.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amar Dedić,Bosnia & Herzegovina,DF,True,True,1,False,560.0,6,0.0,0.0,1.25,0.0,4.234,4.802,0.415,0.0,0.0,0.0,0.305,0.0,1.034,0.101,0.0
Tarik Muharemović,Bosnia & Herzegovina,DF,True,True,1,False,690.0,7,0.0,0.0,3.04,0.255,4.668,4.43,1.09,0.0,0.0,0.0,0.644,0.054,0.988,0.231,0.0
Sead Kolašinac,Bosnia & Herzegovina,DF,True,True,1,False,191.0,3,0.0,1.6,0.0,0.0,6.624,3.774,0.574,0.0,0.0,0.719,0.0,0.0,2.975,0.258,0.0
Benjamin Tahirović,Bosnia & Herzegovina,MF,True,True,1,False,555.0,7,0.0,0.415,3.781,1.09,3.778,2.918,0.975,0.0,0.0,0.106,0.97,0.28,0.969,0.25,0.0
Ivan Bašić,Bosnia & Herzegovina,MF,True,True,1,False,254.0,6,0.0,0.0,0.676,0.676,5.929,1.129,0.0,0.0,0.0,0.0,0.303,0.303,2.657,0.0,0.0
Amar Memić,Bosnia & Herzegovina,MF,True,True,1,False,554.0,7,0.0,0.488,4.154,0.0,2.844,3.363,0.574,0.0,0.0,0.132,1.121,0.0,0.768,0.155,0.0
Ermedin Demirović,Bosnia & Herzegovina,FW,True,True,1,False,415.0,4,0.0,0.255,6.955,4.099,8.479,3.513,2.174,0.0,0.0,0.073,1.997,1.177,2.434,0.624,0.0
Armin Gigović,Bosnia & Herzegovina,MF,True,False,0,False,208.0,6,0.0,0.0,0.255,0.0,0.874,3.124,0.0,0.0,0.0,0.0,0.221,0.0,0.758,0.0,0.0
Samed Baždar,Bosnia & Herzegovina,FW,True,False,0,False,94.0,4,0.0,0.0,0.83,0.0,1.6,2.43,0.0,0.0,0.0,0.0,1.046,0.0,2.017,0.0,0.0
Ivan Šunjić,Bosnia & Herzegovina,MF,True,False,0,False,403.0,6,0.0,0.0,1.043,0.0,8.664,1.339,0.3,0.0,0.0,0.0,0.49,0.0,4.068,0.141,0.0
Kerim Alajbegović,Bosnia & Herzegovina,FW,True,False,0,False,288.0,7,0.0,0.574,2.799,2.225,3.214,2.199,0.3,0.0,0.0,0.328,1.598,1.27,1.834,0.171,0.0
Dženis Burnić,Bosnia & Herzegovina,MF,True,False,0,False,223.0,5,0.0,0.0,0.0,0.0,1.129,0.415,0.415,0.0,0.0,0.0,0.0,0.0,0.827,0.304,0.0
Amir Hadžiahmetović,Bosnia & Herzegovina,MF,True,False,0,False,61.0,4,0.0,0.0,0.0,0.0,0.0,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arjan Malić,Bosnia & Herzegovina,DF,True,False,0,False,129.0,2,0.0,0.0,0.0,0.0,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.472,0.0,0.0
Dennis Hadžikadunić,Bosnia & Herzegovina,DF,True,False,0,False,90.0,1,0.0,0.0,0.0,0.0,0.976,0.0,0.488,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Emir Karić,Bosnia & Herzegovina,DF,True,False,0,False,71.0,1,0.0,0.0,0.0,0.0,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.268,0.0,0.0
Nihad Mujakić,Bosnia & Herzegovina,DF,True,False,0,False,151.0,3,0.0,0.0,0.488,0.0,0.555,0.555,0.555,0.0,0.0,0.0,0.978,0.0,1.111,1.111,0.0
Nail Omerović,Bosnia & Herzegovina,DF,True,False,0,False,19.0,1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.737,0.0,0.0
Dino Beširović,Bosnia & Herzegovina,MF,True,False,0,False,12.0,1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0
Jusuf Gazibegović,Bosnia & Herzegovina,DF,True,False,0,False,32.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rayan,Brazil,FW,True,False,0,False,49.0,1,0.433,0.0,0.867,0.867,0.433,0.0,0.0,0.0,1.837,0.0,3.673,3.673,1.837,0.0,0.5
Estêvão,Brazil,MF,True,False,0,False,263.0,4,0.82,0.0,1.352,1.086,0.645,1.086,0.192,0.0,1.263,0.0,2.083,1.673,0.994,0.296,0.606
Endrick,Brazil,FW,True,False,0,False,93.0,2,0.51,0.0,1.81,1.377,0.51,0.51,0.0,0.0,1.051,0.0,3.73,2.837,1.051,0.0,0.282
Danilo Oliveira,Brazil,MF,True,False,0,False,93.0,2,0.433,0.0,0.867,0.433,0.0,0.0,0.0,0.0,0.893,0.0,1.786,0.893,0.0,0.0,0.5
Paulo Henrique,Brazil,DF,True,False,0,False,110.0,2,0.192,0.0,0.192,0.192,0.0,0.385,0.0,0.0,0.841,0.0,0.841,0.841,0.0,0.0,1.0
Vinícius Júnior,Brazil,MF,True,True,3,True,500.0,7,2.197,0.597,4.533,4.103,6.87,3.936,0.0,0.0,0.773,0.21,1.595,1.444,2.417,0.0,0.485
Rodrygo,Brazil,MF,True,False,0,False,285.0,4,0.327,0.226,2.171,0.983,0.685,1.805,0.0,0.0,0.483,0.335,3.21,1.453,1.013,0.0,0.151
Gabriel Martinelli,Brazil,FW,True,False,0,False,137.0,3,0.192,0.0,0.506,0.192,0.385,0.51,0.0,0.0,0.438,0.0,1.15,0.438,0.875,0.0,0.38
Bremer,Brazil,DF,True,False,1,False,179.0,3,0.313,0.0,0.626,0.313,0.747,0.51,0.313,0.0,0.402,0.0,0.804,0.402,0.958,0.402,0.5
Casemiro,Brazil,MF,True,True,3,True,549.0,8,0.66,0.597,3.107,1.392,3.039,3.344,2.139,0.0,0.284,0.257,1.337,0.599,1.308,0.921,0.212
Igor Thiago,Brazil,FW,True,True,2,True,175.0,4,0.433,0.433,4.577,2.977,3.634,0.433,0.0,0.0,0.261,0.261,2.758,1.794,2.19,0.0,0.095
Lucas Paquetá,Brazil,MF,True,True,2,True,386.0,8,0.433,0.626,3.523,2.034,5.069,5.743,0.0,0.0,0.201,0.29,1.633,0.942,2.349,0.0,0.123
Bruno Guimarães,Brazil,MF,True,True,3,True,546.0,8,0.51,1.956,3.065,0.765,4.365,6.352,0.255,0.0,0.181,0.694,1.088,0.271,1.549,0.09,0.166
Alisson,Brazil,GK,True,True,3,True,270.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roger Ibañez,Brazil,DF,True,True,2,True,158.0,4,0.0,0.0,0.0,0.0,3.947,1.6,1.913,0.0,0.0,0.0,0.0,0.0,2.908,1.41,0.0
Marquinhos,Brazil,DF,True,True,2,True,349.0,5,0.0,0.0,1.6,0.0,0.51,0.266,0.51,0.0,0.0,0.0,0.655,0.0,0.209,0.209,0.0
Gabriel Magalhães,Brazil,DF,True,True,1,False,244.0,3,0.0,0.0,0.0,0.0,2.153,2.279,0.163,0.0,0.0,0.0,0.0,0.0,1.119,0.085,0.0
Douglas Santos,Brazil,DF,True,True,2,True,370.0,5,0.0,0.433,0.0,0.0,1.913,0.0,0.0,0.0,0.0,0.162,0.0,0.0,0.714,0.0,0.0
Raphinha,Brazil,FW,True,True,3,True,280.0,5,0.0,0.51,4.488,3.308,1.883,3.455,0.0,0.0,0.0,0.208,1.826,1.346,0.766,0.0,0.0
Danilo,Brazil,DF,True,False,0,False,235.0,5,0.0,0.0,0.0,0.0,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261,0.0,0.0
Fabinho,Brazil,MF,True,False,0,False,173.0,4,0.0,0.0,0.0,0.0,5.066,1.286,0.0,0.0,0.0,0.0,0.0,0.0,3.648,0.0,0.0
Matheus Cunha,Brazil,FW,True,False,1,False,412.0,8,0.0,0.163,1.156,0.163,1.074,3.255,0.0,0.0,0.0,0.094,0.664,0.094,0.617,0.0,0.0
Luiz Henrique,Brazil,FW,True,False,1,False,325.0,8,0.0,0.313,0.881,0.568,0.532,2.794,0.0,0.0,0.0,0.205,0.577,0.372,0.348,0.0,0.0
Danilo Santos,Brazil,MF,True,False,0,False,10.0,1,0.0,0.0,3.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,0.0,0.0
Wesley,Brazil,DF,True,False,2,True,204.0,5,0.0,0.0,0.0,0.0,1.895,2.405,0.266,0.0,0.0,0.0,0.0,0.0,2.498,0.351,0.0
Weverton,Brazil,GK,True,False,0,False,44.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Léo Pereira,Brazil,DF,True,False,1,False,228.0,3,0.0,0.0,0.313,0.313,1.257,0.0,0.313,0.0,0.0,0.0,0.308,0.308,1.238,0.308,0.0
Alex Sandro,Brazil,DF,True,False,1,False,152.0,3,0.0,0.0,0.0,0.0,0.66,0.226,0.0,0.0,0.0,0.0,0.0,0.0,1.216,0.0,0.0
Ederson,Brazil,GK,True,False,0,False,229.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrey Santos,Brazil,MF,True,False,0,False,144.0,2,0.0,0.0,0.0,0.0,0.568,0.568,0.0,0.0,0.0,0.0,0.0,0.0,1.252,0.0,0.0
Vinicius Júnior,Brazil,FW,True,False,0,False,90.0,1,0.0,0.0,0.313,0.0,0.0,0.94,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
João Pedro,Brazil,FW,True,False,0,False,82.0,3,0.0,0.0,0.0,0.0,0.255,0.568,0.0,0.0,0.0,0.0,0.0,0.0,1.051,0.0,0.0
Gabriel Sara,Brazil,MF,True,False,0,False,15.0,1,0.0,0.0,0.0,0.0,0.0,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bento,Brazil,GK,True,False,0,False,185.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Éder Militão,Brazil,DF,True,False,0,False,240.0,3,0.0,0.0,0.43,0.0,0.882,0.226,0.0,0.0,0.0,0.0,0.758,0.0,1.555,0.0,0.0
Caio Henrique,Brazil,DF,True,False,0,False,201.0,4,0.0,0.0,0.0,0.0,0.532,0.713,0.0,0.0,0.0,0.0,0.0,0.0,0.934,0.0,0.0
Vitor Roque,Brazil,FW,True,False,0,False,50.0,1,0.0,0.0,0.0,0.0,0.0,0.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabrício Bruno,Brazil,DF,True,False,0,False,216.0,4,0.0,0.0,0.0,0.0,0.447,0.0,0.255,0.0,0.0,0.0,0.0,0.0,0.808,0.461,0.0
Hugo Souza,Brazil,GK,True,False,0,False,90.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Beraldo,Brazil,DF,True,False,0,False,90.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Augusto,Brazil,DF,True,False,0,False,95.0,2,0.0,0.0,0.0,0.0,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.978,0.0,0.0
Joelinton,Brazil,MF,True,False,0,False,33.0,1,0.0,0.0,0.385,0.192,0.192,0.0,0.0,0.0,0.0,0.0,5.455,2.727,2.727,0.0,0.0
Richarlison,Brazil,FW,True,False,0,False,87.0,3,0.0,0.0,0.192,0.0,0.0,0.418,0.0,0.0,0.0,0.0,0.856,0.0,0.0,0.0,0.0
Vitinho,Brazil,DF,True,False,0,False,131.0,2,0.0,0.0,0.0,0.0,0.0,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André,Brazil,MF,True,False,0,False,11.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Igor Jesus,Brazil,FW,True,False,0,False,10.0,1,0.0,0.0,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
Alexsandro Ribeiro,Brazil,DF,True,False,0,False,90.0,1,0.0,0.0,0.0,0.0,0.51,0.255,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Samuel Lino,Brazil,FW,True,False,0,False,61.0,1,0.0,0.0,0.0,0.0,0.0,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estêvão Willian,Brazil,FW,True,False,0,False,29.0,1,0.0,0.0,0.0,0.0,0.0,0.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean Lucas,Brazil,MF,True,False,0,False,17.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyle Larin,Canada,FW,True,False,2,True,198.0,5,1.6,0.0,2.66,1.6,0.0,1.6,0.0,0.0,1.874,0.0,3.116,1.874,0.0,0.0,0.602
Jacen Russell-Rowe,Canada,FW,True,False,0,False,90.0,1,0.266,0.0,0.799,0.532,0.0,0.266,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.333
Jayden Nelson,Canada,FW,True,False,0,False,136.0,3,0.433,0.0,0.7,0.7,0.532,0.7,0.0,0.0,0.907,0.0,1.465,1.465,1.115,0.0,0.62
Jonathan Osorio,Canada,MF,True,False,0,False,152.0,5,0.433,0.0,0.433,0.433,0.0,0.579,0.0,0.0,0.79,0.0,0.79,0.79,0.0,0.0,1.0
Jonathan David,Canada,FW,True,True,3,True,495.0,7,0.626,0.0,4.963,2.853,0.331,4.001,0.0,0.0,0.275,0.0,2.18,1.253,0.146,0.0,0.126
Maxime Crépeau,Canada,GK,True,True,3,True,237.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alistair Johnston,Canada,DF,True,True,3,True,147.0,3,0.0,0.0,0.0,0.0,3.2,3.634,1.6,0.0,0.0,0.0,0.0,0.0,1.698,0.849,0.0
Luc De Fougerolles,Canada,DF,True,True,2,True,272.0,5,0.0,0.0,0.0,0.0,3.641,7.275,1.6,0.0,0.0,0.0,0.0,0.0,1.695,0.745,0.0
Derek Cornelius,Canada,DF,True,True,3,True,346.0,6,0.0,0.0,1.6,0.0,0.572,3.246,0.736,0.0,0.0,0.0,0.687,0.0,0.246,0.316,0.0
Richie Laryea,Canada,DF,True,True,3,True,581.0,8,0.0,0.0,2.419,1.6,2.922,4.97,0.302,0.0,0.0,0.0,0.839,0.555,1.013,0.105,0.0
Tajon Buchanan,Canada,MF,True,True,3,True,425.0,7,0.0,0.0,1.687,1.385,1.011,5.544,0.192,0.313,0.0,0.0,0.817,0.671,0.49,0.093,0.0
Ismael Koné,Canada,MF,True,True,3,True,400.0,6,0.0,0.0,0.441,0.139,2.36,5.298,0.0,0.0,0.0,0.0,0.188,0.059,1.007,0.0,0.0
Stephen Eustaquio,Canada,MF,True,True,3,True,321.0,5,0.0,0.0,1.6,0.0,3.854,5.348,0.0,0.0,0.0,0.0,0.723,0.0,1.742,0.0,0.0
Liam Millar,Canada,FW,True,True,3,True,163.0,6,0.0,0.0,0.51,0.0,2.197,0.597,0.433,0.0,0.0,0.0,0.351,0.0,1.513,0.298,0.0
Tani Oluwaseyi,Canada,FW,True,True,1,False,284.0,5,0.0,0.867,4.971,2.226,1.386,3.777,0.0,0.0,0.0,0.46,2.636,1.18,0.735,0.0,0.0
Ali Ahmed,Canada,MF,True,False,0,False,222.0,5,0.0,0.0,0.0,0.0,0.808,0.904,0.0,0.192,0.0,0.0,0.0,0.0,0.845,0.0,0.0
Jacob Shaffelburg,Canada,FW,True,False,0,False,75.0,3,0.0,0.0,0.139,0.139,0.0,0.139,0.0,0.0,0.0,0.0,0.235,0.235,0.0,0.0,0.0
Promise David,Canada,FW,True,False,0,False,95.0,4,0.0,1.6,2.017,0.417,3.2,2.197,0.0,0.0,0.0,2.325,2.931,0.606,4.651,0.0,0.0
Moise Bombito,Canada,DF,True,False,1,False,31.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niko Sigur,Canada,DF,True,False,0,False,405.0,5,0.0,0.0,0.0,0.0,1.323,1.092,0.163,0.0,0.0,0.0,0.0,0.0,1.238,0.153,0.0
Dayne St. Clair,Canada,GK,True,False,0,False,320.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu Choinière,Canada,MF,True,False,0,False,232.0,5,0.0,0.0,0.985,0.671,2.026,1.112,0.0,0.0,0.0,0.0,1.296,0.884,2.667,0.0,0.0
Nathan-Dylan Saliba,Canada,MF,True,False,0,False,215.0,4,0.0,0.0,0.904,0.313,1.06,0.765,0.0,0.0,0.0,0.0,1.38,0.478,1.618,0.0,0.0
Ralph Priso,Canada,DF,True,False,0,False,123.0,3,0.0,0.0,0.532,0.266,0.266,0.867,0.266,0.0,0.0,0.0,1.179,0.589,0.589,0.589,0.0
Alfie Jones,Canada,DF,True,False,0,False,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Waterman,Canada,DF,True,False,0,False,275.0,3,0.0,0.0,0.0,0.0,1.011,0.47,0.139,0.0,0.0,0.0,0.0,0.0,1.543,0.212,0.0
Kamal Miller,Canada,DF,True,False,0,False,260.0,3,0.0,0.0,0.266,0.0,0.266,0.651,0.0,0.0,0.0,0.0,0.365,0.0,0.365,0.0,0.0
Marcelo Flores,Canada,MF,True,False,0,False,27.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Jebbison,Canada,FW,True,False,0,False,26.0,1,0.0,0.0,0.0,0.0,0.0,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Pantemis,Canada,GK,True,False,0,False,81.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zorhan Bassong,Canada,DF,True,False,0,False,80.0,2,0.0,0.0,0.266,0.0,0.266,0.0,0.0,0.0,0.0,0.0,1.182,0.0,1.182,0.0,0.0
Shola Jimoh,Canada,MF,True,False,0,False,64.0,1,0.0,0.0,0.0,0.0,0.266,0.532,0.0,0.0,0.0,0.0,0.0,0.0,1.406,0.0,0.0
Rayan Elloumi,Canada,FW,True,False,0,False,64.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malik Henry,Canada,MF,True,False,0,False,26.0,1,0.0,0.266,0.0,0.0,0.266,0.0,0.0,0.0,0.0,3.462,0.0,0.0,3.462,0.0,0.0
Jeevan Badwal,Canada,MF,True,False,0,False,26.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiago Coimbra,Canada,FW,True,False,0,False,26.0,1,0.0,0.0,0.266,0.266,0.0,0.0,0.0,0.0,0.0,0.0,3.462,3.462,0.0,0.0,0.0
Noah Abatneh,Canada,DF,True,False,0,False,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jahkeele Marshall-Rutty,Canada,DF,True,False,0,False,20.0,1,0.0,0.0,0.0,0.0,0.0,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luka Gavran,Canada,GK,True,False,0,False,9.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marius Aiyenero,Canada,FW,True,False,0,False,9.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matteo de Brienne,Canada,DF,True,False,0,False,8.0,1,0.0,0.0,0.0,0.0,0.266,0.0,0.266,0.0,0.0,0.0,0.0,0.0,11.25,11.25,0.0
Junior Hoilett,Canada,FW,True,False,0,False,16.0,1,0.0,0.0,0.0,0.0,0.0,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thelonius Bair,Canada,FW,True,False,0,False,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vozinha,Cape Verde Islands,GK,True,True,1,False,90.0,1,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Moreira,Cape Verde Islands,DF,True,True,1,False,90.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pico,Cape Verde Islands,DF,True,True,1,False,90.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
